,psdbeta_9,psdbeta_13,psdtheta_13,psdtheta_3,psdalpha_9,psdalpha_3,psdalpha_7,psdbeta_5,psdalpha_13,psdalpha_8,psdtheta_11,psdbeta_7,psdbeta_10,psdtheta_5,psdtheta_10,psdtheta_8,psdtheta_7,psdalpha_10,psdalpha_11,psdalpha_5,psdbeta_1,psdalpha_2,psdbeta_3,psdtheta_2,psdtheta_12,psdbeta_2,psdtheta_9,video_name,video,t_maximum,r_maximum,p_maximum,p_wave_range,r_wave_range,t_wave_range,p_std,t_std,r_std,r_mean,p_mean,t_mean,HRV_ShanEn,HRV_HTI,HRV_ApEn,HRV_MFDFA_alpha1_Mean,HRV_SD2,HRV_HFn,HRV_CVI,HRV_Prc80NN,HRV_HF,HRV_Ca,HRV_LFHF,HRV_SD1a,HRV_S,HRV_MadNN,HRV_SD2a,target
10,-0.192947594,-0.260987248,-0.239530961,-0.166929675,-0.166562553,-0.173218158,-0.135899295,-0.261945758,-0.241925744,0.038099917,-0.077842874,-0.209397373,-0.190274781,-0.288765225,-0.194393113,0.053929251,-0.130797203,-0.193807684,-0.083571928,-0.28532815,-0.161769158,-0.170560213,-0.225292393,-0.166513677,-0.139120169,-0.233348924,-0.163212111,7,11,0.629339891,0.638287855,0.637655308,0.64005466,0.640167278,0.630170947,0.631376645,0.621674159,0.63162309,0.644240171,0.643155557,0.625809596,0.920819365,1.17289272,1.306363343,0.938264919,0.752590908,0.950651727,0.909516476,0.951729168,0.131752693,1.02915717,3.79020072,0.488389809,0.348974584,1.5,0.675651301,7
11,-0.038612969,-0.1126492,-0.193219179,-0.078655764,-0.02666371,-0.070303786,-0.06853708,0.198239832,-0.189522524,-0.021741536,-0.040100037,-0.0351849,3.201663539,0.212655851,2.860609743,-0.032924008,-0.071285431,2.902731938,-0.027647295,0.211916362,0.277679003,-0.07226763,-0.012315,-0.07529176,-0.053907983,-0.020809392,-0.025970489,4,12,0.334649499,0.336673585,0.336088452,0.335844516,0.33586636,0.333373417,0.336340214,0.333656421,0.336327711,0.340219475,0.339068036,0.341329811,0.869801679,0.758080452,0.64339454,2.036038197,0.620627528,0.765336325,0.829918894,0.890410959,0.559053905,0.937694352,6.343967431,0.309894681,0.149963477,1.05,0.502074695,2
12,-0.14449598,-0.162235997,-0.191803791,-0.017434113,-0.12339086,-0.021689787,-0.069390525,-0.099450637,-0.191044549,-0.303589814,-0.099384982,-0.029638457,-0.127378321,-0.107720815,-0.134801958,-0.304491709,-0.072437236,-0.133786455,-0.094724299,-0.106508274,-0.02925886,-0.061742636,-0.062136574,-0.061671773,-0.114256969,-0.071051046,-0.120872599,9,13,0.165216577,0.164193447,0.163823414,0.161663235,0.161735679,0.162307714,0.164837133,0.16598679,0.164843913,0.168174917,0.167460242,0.170083331,0.852274148,0.633333333,0.415176067,4.079788793,0.67985766,1.580669718,0.890488857,0.956398104,4.515574792,0.908769173,0.979796695,0.545399637,0.312014389,0.611111111,0.605624625,3
13,-0.182468112,-0.22623507,-0.233426658,0.016175206,-0.166205174,0.016270769,-0.132786846,-0.173024407,-0.234154942,-0.226959821,-0.224862306,-0.146172965,-0.142439475,-0.200392508,-0.149189091,-0.22568691,-0.132179711,-0.148248468,-0.227159002,-0.196797833,-0.245081369,-0.135892308,0.009735999,-0.13384293,-0.116383733,-0.168387328,-0.164039156,3,14,0.355557583,0.357630744,0.356975981,0.353518237,0.353577975,0.35103579,0.353124836,0.347749156,0.353117061,0.353974293,0.352742834,0.353844735,1.022999058,1.295149254,0.702528535,3.159111332,1.154103622,1.542675543,0.918146094,0.938151726,0.42889517,0.99695354,0.848626147,0.436230438,0.415631326,1.75,0.982331967,4
14,-0.104406762,-0.163141331,-0.192830663,-0.016465292,-0.094104855,-0.015854931,-0.092537679,-0.1212466,-0.191967236,-0.165206074,-0.075748904,-0.092261554,-0.031150594,-0.158595871,-0.046077338,-0.166820065,-0.092794562,-0.044147163,-0.071928323,-0.154059711,0.131752876,-0.101823337,-0.020719709,-0.102273414,-0.084334403,-0.091809218,-0.092840361,8,15,0.197347618,0.196414178,0.195996013,0.194944378,0.195011583,0.195123335,0.197982073,0.198069262,0.198051143,0.199086511,0.198326811,0.200459702,0.861317833,0.782903439,0.655623922,1.446979639,0.651852926,1.438446565,0.827938954,0.983568075,0.332912631,0.95687006,1.067745417,0.294708464,0.163011532,1,0.553414607,5
15,-0.161597039,-0.155051178,-0.198110312,0.186814858,-0.143874151,0.164884158,-0.230546014,-0.110399645,-0.196682007,-0.214464996,-0.173278463,-0.26631768,-0.113443245,-0.13124764,-0.12205916,-0.213879622,-0.228477299,-0.120902721,-0.167748847,-0.128658357,-0.051223051,-0.152299553,-0.01729087,-0.151857331,-0.132537298,-0.145469476,-0.141707503,11,16,0.310900011,0.311273456,0.310723968,0.309592466,0.309699536,0.308372072,0.312113934,0.310340303,0.312125092,0.316751324,0.315654822,0.316598093,0.970279402,0.812830688,0.587586583,1.049118854,1.271384602,0.99664313,1.037774375,0.975490196,1.33539003,1.069391829,1.491640175,1.204283887,1.432702012,1.121794872,1.313894001,1
16,-0.136617761,-0.138073488,-0.166612882,0.057946981,-0.115930032,0.057334491,-0.141495998,-0.043190511,-0.165503191,-0.156743159,-0.024496204,-0.172876306,-0.127381724,-0.084552094,-0.135969169,-0.157542445,-0.139446275,-0.134768648,-0.018782737,-0.079906659,0.748832437,0.006045525,0.035822525,-8.93E-06,-0.086246613,0.096944561,-0.113600478,16,17,0.236769885,0.236312563,0.235843277,0.233223061,0.233200034,0.232900511,0.231341573,0.231595205,0.231367407,0.231455958,0.230573865,0.232773018,0.870951306,0.672492669,0.606707477,1.604332502,0.683475508,0.847402759,0.934400818,1.000901705,2.595906276,0.944916692,4.926261336,0.716136968,0.464875548,0.866071429,0.640888644,8
17,-0.175750453,-0.298790545,-0.302107044,-0.122798231,-0.153289907,-0.12351734,-0.191598152,-0.117785036,-0.304547808,-0.198330149,-0.196288436,-0.179773958,-0.120469159,-0.161037398,-0.126613525,-0.199023408,-0.192879358,-0.125757892,-0.191165074,-0.156267295,-0.072880242,-0.121319589,-0.131187152,-0.121468172,-0.156564163,-0.113763022,-0.150388303,12,18,0.324867524,0.327692794,0.327121847,0.325774201,0.325823279,0.322021501,0.329396488,0.326476532,0.329411875,0.338953758,0.337826504,0.33798749,0.917091274,1.242559524,0.937839501,1.943339376,0.862396371,1.452222965,0.868984955,0.931662516,0.426057345,0.920500872,1.009257682,0.289535542,0.228544865,1.458333333,0.745309072,0
18,-0.09713973,-0.314759785,-0.329901282,0.245332569,-0.059944499,0.241204996,-0.005073877,-0.190014911,-0.332184273,-0.119333649,0.321960109,-0.011496092,-0.142023859,-0.203583776,-0.150278659,-0.121871199,-0.004227373,-0.149104125,0.336617712,-0.201703275,-0.006825984,-0.239457638,0.178158844,-0.231075544,-0.012007907,-0.370216227,-0.05620943,10,1,0.305319688,0.303432153,0.302988009,0.29996259,0.299944867,0.300933249,0.307274475,0.30891796,0.307266538,0.307873636,0.306976379,0.31024248,0.969916095,0.896353337,0.512555883,0.934224831,1.364679348,0.682520022,1.040972456,0.992487437,0.669210797,0.980335765,2.528544308,1.08474076,1.52940913,1.333333333,1.356193559,7
19,-0.181321294,-0.275784752,-0.280222306,-0.068272389,-0.16105475,-0.069824477,0.286427013,-0.203518199,-0.282107275,-0.230329309,-0.396692214,0.160210129,-0.146931856,-0.200329441,-0.150721599,-0.229826833,0.296132366,-0.150138216,-0.40191049,-0.200929285,-0.090276277,-0.273306778,-0.085601372,-0.262497595,-0.116840658,-0.445112797,-0.158443269,2,2,0.462985988,0.45937514,0.458865015,0.459631994,0.459600739,0.462172939,0.46812869,0.470932422,0.468112612,0.458195246,0.457130232,0.462905163,0.989276686,1.099616858,0.689652002,0.87335648,1.391326293,0.819318958,1.055315005,0.985148515,1.407467548,0.986652615,1.810767349,1.057091276,1.771250592,1.25,1.414715472,0
20,-0.030708602,-0.250635449,-0.258698146,-0.016684298,-0.055320696,-0.016352758,-0.134869654,-0.123858573,-0.260588938,-0.137759892,0.698584851,-0.106952753,-0.085805039,-0.141569699,-0.108178514,-0.14339226,-0.136855259,-0.105580422,0.700812175,-0.139324477,-0.331228416,-0.0801052,-0.021851939,-0.080617436,-0.055533717,-0.073882949,-0.057995567,14,3,0.173107157,0.174443695,0.174139365,0.173849418,0.173837183,0.171909385,0.174815787,0.172705191,0.17481474,0.176849733,0.176234391,0.175876605,0.841176792,0.754586595,0.541874897,1.404673265,0.653128561,1.393351916,0.913344312,0.917431193,1.763394679,1.009251297,0.667019443,0.603288078,0.366030397,0.706153846,0.64636659,2
21,-0.278304033,-0.338833692,-0.317047548,-0.158256596,-0.270806966,-0.153451916,-0.155597517,-0.253558194,-0.320968546,-0.288155089,-0.806462045,-0.190559039,-0.16568668,-0.337442772,-0.177367548,-0.286335587,-0.153632634,-0.175876868,-0.821383973,-0.328419105,-0.17420775,-0.338030826,-0.10667728,-0.323390326,-0.208015055,-0.569511356,-0.268554505,15,4,0.364103526,0.367282858,0.366757236,0.365414905,0.365451574,0.361345334,0.36297475,0.359407306,0.362984193,0.371796764,0.370815268,0.368497168,0.912549603,0.544547804,0.642745192,0.974728033,1.081377268,0.904443916,1.00115228,0.941960038,0.806334063,1.201391125,1.329509663,0.919396237,1.012465462,0.895833333,1.203021235,5
22,0.329620534,-0.135414347,-0.324917098,0.842449272,0.128359056,0.892056529,-9.31E-05,0.215928489,-0.323037322,0.088851942,1.115339737,0.197760407,0.079908744,0.171729986,0.06550474,0.055808825,-0.012343522,0.06673079,1.197545523,0.172225992,0.391966428,1.432080635,1.302494482,1.363586984,0.23291853,2.447567111,0.108039252,0,5,0.447827142,0.44684165,0.44633062,0.443732421,0.443687293,0.443676061,0.437380357,0.438795904,0.437353736,0.449481552,0.448450099,0.452584152,0.947256596,1.007558579,0.611805805,1.269054807,1.190486569,1.147789176,1.012848543,1.006645186,1.353650128,0.858424351,0.897097863,0.923858075,1.145746475,1.5,1.09592709,1
23,-0.657054588,-0.524422705,-0.398502955,-0.537183665,-0.590747896,-0.53348777,-0.231718948,-0.251854369,-0.408234883,-0.496625436,-0.735447635,-0.274035908,-0.208239231,-0.3374937,-0.22638561,-0.486461298,-0.22921502,-0.224168985,-0.749202607,-0.327755258,-0.44491181,-0.423308909,-0.473906008,-0.402901195,-0.354690653,-0.749717919,-0.580409021,6,6,0.318677453,0.320285797,0.319834345,0.318043981,0.318019598,0.315547408,0.314512457,0.312725001,0.314440674,0.326098608,0.32522251,0.319198997,0.846300008,0.54473017,0.654939433,1.102418029,0.561366307,2.082149827,0.846058408,0.831279621,0.685916053,0.954375113,0.373424122,0.34347347,0.170006665,0.621428571,0.532605391,6
24,-0.23195588,-0.071559018,-0.125163761,-0.083207169,-0.221993718,-0.074468488,-0.247715786,-0.115097285,-0.122428518,-0.319430618,0.452396398,-0.266099332,-0.078585073,-0.155401363,-0.025337515,-0.316540923,-0.245874628,-0.030781345,0.457163845,-0.151421323,0.095945585,0.990996251,0.009870384,0.92952576,16.54444264,1.945157459,-0.219600343,17,7,0.317397759,0.316503191,0.316053136,0.312591291,0.31255107,0.312561285,0.316117036,0.3144514,0.316083319,0.323313312,0.322399676,0.323701742,0.89153248,0.700501253,0.681846543,0.995773675,0.951056459,1.768496021,1.036516386,0.956410256,7.918208263,1.0336942,0.655188437,1.829184601,1.719716926,0.911764706,0.935753411,3
25,-0.372533848,-0.396210786,-0.354915639,-0.355352862,-0.382668196,-0.341776444,-0.25825925,-0.050023955,-0.360510397,-0.422451936,-0.171028368,-0.309835593,-0.147264477,-0.210862861,-0.178272241,-0.412158674,-0.254824716,-0.175155663,-0.172770711,-0.196126784,-0.167310576,-0.08305252,-0.181443128,-0.079265629,-0.40195033,-0.143779246,-0.380936122,1,8,0.153390614,0.154381085,0.154108738,0.152598049,0.152576622,0.15106059,0.1530723,0.151581025,0.153064438,0.158662052,0.158096891,0.157712665,0.882698838,0.735165642,0.453349428,0.860166962,0.922282098,1.17204988,0.959164762,0.915238095,2.939157025,0.963196832,1.122666334,0.680456218,0.638034916,1.1,0.899426336,4
26,-0.330965312,1.158156221,0.968882201,0.006164487,-0.295085105,0.016942341,-0.129383642,-0.00393231,0.999506639,-0.361825122,0.095760583,-0.169384398,-0.089306116,0.072543041,-0.110661607,-0.35431101,-0.127425685,-0.108422489,0.093228016,0.064309698,-0.008507825,-0.316021277,0.106719872,-0.301677001,1.030885552,-0.548832074,-0.290097997,5,9,0.418365103,0.419971863,0.419467085,0.418245978,0.418197177,0.415569907,0.429916575,0.428374241,0.429903951,0.434172977,0.433131277,0.432414942,0.906244684,0.735529378,0.626939352,1.16212959,0.813511247,0.803211154,0.958760162,0.957073171,1.405373676,0.935267314,1.553212501,0.796944511,0.63724559,0.916666667,0.78297159,8
27,-0.438199468,-0.541739853,-0.420130711,0.266268896,-0.444995471,0.246797248,-0.252442608,-0.250278501,-0.430393478,-0.65058508,-0.15910478,-0.25248374,-0.143106253,-0.279400077,-0.154413141,-0.63568524,-0.252252836,-0.152896054,-0.165919699,-0.275656737,0.217010742,-0.310884188,0.088620488,-0.299634165,-0.084242831,-0.452168549,-0.440783467,13,10,0.908042268,0.907703189,0.907606449,0.901231996,0.911974765,0.911955487,0.889419518,0.901544296,0.901626265,0.877255534,0.88871848,0.878077004,0.977973488,0.75206044,1.029564305,0.725955159,0.813979549,0.946694083,0.975751296,0.950212766,1.060654117,0.962416298,1.34783807,0.899373534,0.75963344,0.767267267,0.800223816,6
28,-0.242622209,-0.283307364,-0.287135446,0.079903876,-0.271311024,0.07510828,0.503832647,0.118044507,-0.289476498,0.054960874,0.220929446,0.262490471,-0.095855506,0.143862158,-0.094635635,0.065304464,0.528772348,-0.094753711,0.207601732,0.140706204,-0.170565208,-0.107026373,0.02783196,-0.107275996,0.077112968,-0.098654001,-0.27234817,7,11,0.635608603,0.634607514,0.63406688,0.629608295,0.629593054,0.62964944,0.638637371,0.638649238,0.638605646,0.628215699,0.627201114,0.630179878,0.936161036,0.731829574,0.951108195,1.149115876,1.003486948,1.166794869,0.999222975,0.985989492,1.271079728,1.063358183,0.728140381,0.989606793,0.991599927,0.727513228,1.043088826,7
29,-0.156348938,-0.329688062,-0.31883064,-0.118169995,-0.206720359,-0.11489468,0.085516827,0.685406176,-0.322739722,1.010807396,-0.330220168,0.138399641,-0.078105205,0.761284348,-0.117399123,1.057523969,0.080783562,-0.113148401,-0.329371997,0.750061842,-0.19928247,-0.100788345,-0.093559613,-0.102857713,-0.179222661,-0.055326335,-0.210306836,4,12,0.335328427,0.337253545,0.336812842,0.335465761,0.333860348,0.33096186,0.332925767,0.328734046,0.331327649,0.342060506,0.339446981,0.340755965,0.846063041,0.509803922,0.540239104,0.686315834,0.620218265,1.787389649,0.907669285,0.86557377,1.431814503,1.046498401,0.396314618,0.639987633,0.348437583,0.616666667,0.621003799,2
30,-0.291102832,-0.4433806,-0.3659058,-0.248765526,-0.280001964,-0.247749365,0.74159061,0.228120789,-0.373066328,0.694272697,-0.510173426,0.430519499,-0.103819353,0.219580186,-0.132646028,0.732195651,0.769175461,-0.129398408,-0.519821421,0.22076992,0.045983421,-0.300443081,-0.230181586,-0.291866299,-0.21864256,-0.347378292,-0.277541241,9,13,0.163920146,0.165430157,0.165137322,0.163498626,0.163489713,0.161389994,0.166226258,0.164118713,0.166216177,0.161556824,0.160964888,0.161639213,0.910567946,0.846842878,0.480386462,0.876962616,1.169657793,1.479498094,1.010475548,0.95,2.581303708,1.172380296,0.722771115,0.928164779,1.12208313,1,1.275145752,3
31,-0.229216329,-0.212149673,-0.246384285,-0.272996816,-0.256075597,-0.267048699,0.623046592,-0.166078435,-0.246262528,-0.092687767,0.101729788,0.24932151,-0.069707841,-0.205200477,-0.080694262,-0.084071886,0.659716297,-0.079413542,0.101241288,-0.199804377,-0.279807325,-0.112404476,-0.212254009,-0.114039999,-0.143872865,-0.079489634,-0.257235788,3,14,0.356747332,0.358588181,0.35808222,0.35726888,0.35726476,0.354412923,0.364897331,0.360385667,0.364895196,0.366024394,0.365042735,0.367391648,0.901319991,0.6325,0.688924406,0.878956242,0.935519763,1.532364992,0.974635782,0.911056258,1.829281928,1.062484376,0.429130778,0.770121607,0.755178136,0.692307692,0.981218434,4
32,-0.175532062,-0.377182688,-0.352103862,-0.130873737,-0.182954692,-0.124507608,-0.082188128,-0.118141701,-0.357069868,0.257180391,0.078784018,-0.107640687,-0.05584019,-0.197957829,-0.077912738,0.277256084,-0.080067247,-0.07520265,0.087749691,-0.188434243,-0.061868324,-0.231423788,-0.075613386,-0.228782545,-0.137378503,-0.237421733,-0.183246661,8,15,0.197391169,0.196150088,0.195808235,0.195415451,0.195410336,0.195980188,0.200615595,0.201254285,0.200622689,0.199342873,0.198639459,0.201458036,0.825707676,0.55105895,0.312963505,1.122308956,0.574023293,1.447475107,0.904056099,0.890495868,3.363561101,0.957329476,0.451649631,0.610770123,0.33072079,0.640625,0.550958707,5
33,-0.149240943,-0.376292619,-0.36311952,-0.138344019,-0.161989642,-0.132940161,-0.286105228,-0.067586427,-0.367830319,1.503681087,1.017762748,-0.310370774,1.148518696,-0.083264444,1.001446163,1.572526708,-0.283800547,1.019784574,1.030839491,-0.080802018,-0.070861288,-0.259900047,-0.086473277,-0.25736784,-0.169645419,-0.216384462,-0.162870484,11,16,0.309200297,0.313189131,0.312713534,0.312335508,0.312335508,0.307373536,0.314572438,0.308752037,0.314564809,0.307946506,0.306998479,0.307325807,0.884256773,0.457498384,0.537053567,0.914895835,1.268134355,1.177482059,1.049383342,0.920249247,1.95698319,1.12764897,0.837526135,1.102639705,1.757044348,1.176470588,1.402600566,1
34,-0.416217093,-0.567840556,-0.433528674,-0.348721941,-0.368984703,-0.347454444,0.423639016,-0.093579779,-0.444412089,-0.71502781,-0.679082707,0.11666818,-0.175664929,-0.130952462,-0.196134941,-0.694112385,0.451358569,-0.193585118,-0.692736128,-0.125414437,-0.391656572,-0.421706775,-0.325172288,-0.402921864,-0.311273909,-0.698776235,-0.362305197,16,17,0.238344901,0.236732014,0.236330169,0.235249465,0.235262544,0.23608364,0.236223007,0.236382021,0.236216394,0.235297061,0.234495737,0.23984494,0.896271607,0.848305085,0.515241173,0.624461754,1.233648741,0.416456488,1.000146657,0.913333333,0.360712647,1.224376822,4.760510456,0.775995174,1.001684647,1.1875,1.383688334,8
35,-0.220768942,-0.2184771,-0.226617644,-0.137033037,-0.201869534,-0.137347409,-0.160796315,-0.140266368,-0.227264806,-0.1739432,-0.327121153,-0.182566946,-0.008216554,-0.150346968,-0.012395619,-0.169431847,-0.159507222,-0.01160451,-0.326691064,-0.14874147,-0.110386509,-0.250346979,-0.141172605,-0.243882641,-0.126749776,-0.324761214,-0.199019473,12,18,0.323871407,0.327274837,0.326777929,0.32402211,0.324042953,0.319558495,0.329149156,0.325391993,0.329161742,0.336166212,0.335198702,0.33265333,0.887455733,0.679030374,0.732467997,1.036843806,0.873546284,0.939606154,0.954537845,0.926913192,1.287929821,1.040265745,1.197777243,0.677534817,0.604886515,0.846153846,0.902602223,0
36,6.429942382,8.433995988,3.951112539,8.591686925,7.117230295,8.790461198,1.798917055,0.023005676,4.217251859,3.710914975,3.98307288,2.919304569,0.856494676,0.127081643,0.951537196,3.548329027,1.72787707,0.938794703,4.169713695,0.111401323,6.819634903,1.796248268,10.00261559,1.643863372,3.063738013,4.465210961,7.181647865,10,1,0.301922173,0.305129364,0.304623917,0.303073086,0.302929151,0.298792183,0.30881034,0.30429159,0.30872901,0.321248679,0.320160651,0.318542793,0.764713359,0.544337697,0.398952003,1.212258982,0.283830049,1.698971917,0.817656906,0.940455711,65.29889725,0.961012153,1.310662599,0.444838426,0.115089146,0.333333333,0.268517651,7
