,video_name,video,t_maximum,r_maximum,p_maximum,p_wave_range,r_wave_range,t_wave_range,p_std,t_std,r_std,r_mean,p_mean,t_mean,HRV_ShanEn,HRV_HTI,HRV_ApEn,HRV_MFDFA_alpha1_Mean,HRV_SD2,HRV_HFn,HRV_CVI,HRV_Prc80NN,HRV_HF,HRV_Ca,HRV_MadNN,HRV_LFHF,HRV_SD1a,HRV_S,HRV_SD2a,HRV_Prc20NN,HRV_MedianNN,target
54,10,1,0.306261105,0.303696127,0.303278124,0.302041339,0.30203446,0.303673898,0.306020586,0.307323777,0.306048909,0.309280099,0.308421537,0.312614096,0.907321039,0.793730558,0.487768741,0.953113889,0.719815641,1.318343077,0.942709362,0.963630766,1.08451366,0.763465913,0.96875,0.859862296,0.842197613,0.541202019,0.583658841,0.963562753,0.968871595,7
55,2,2,0.464434627,0.463306476,0.462805814,0.457551399,0.461778448,0.461787711,0.467461581,0.472458535,0.471663394,0.469343487,0.472515251,0.47403157,0.871058435,0.561868687,0.410370699,0.533743567,0.510396605,2.606023322,0.908025241,0.987287176,2.49737633,1.062626395,0.694444444,0.099972931,0.810533408,0.358550879,0.512614649,1.025987795,1.005855568,0
56,14,3,0.172284006,0.174292588,0.173994456,0.173641111,0.173636451,0.170963222,0.17414828,0.172328344,0.174141518,0.173522815,0.172942054,0.172399303,0.784594379,0.484585742,0.331598529,0.823418618,0.457147365,1.905420141,0.908086331,0.974074074,4.110442734,1.039058047,0.513157895,0.478780817,0.852305933,0.372257757,0.458785537,1.019918699,0.992307692,2
57,15,4,0.363192614,0.36603373,0.365565509,0.361046649,0.361040068,0.357039032,0.363991272,0.363043784,0.363949097,0.367855371,0.36688863,0.366465654,0.955427333,0.853794643,0.442841263,1.430818063,1.17033098,1.039458828,1.021215896,0.967883212,2.240963953,1.116448823,1.033333333,1.20704767,1.047442304,1.245690619,1.26704654,0.95308835,0.975403849,5
58,0,5,0.446629521,0.446099332,0.445597797,0.447487188,0.44391808,0.443233943,0.451099697,0.447960754,0.447781257,0.453894018,0.449568449,0.457059253,0.954104406,0.883351102,0.515017788,0.723512208,1.21028541,1.275333826,1.025571681,0.975794818,1.273662404,1.450188765,0.904166667,0.393341052,0.984118024,1.294533649,1.562075291,0.983935743,0.983544,1
59,6,6,0.319783281,0.317322721,0.316904524,0.315234749,0.314069938,0.315635257,0.320947538,0.32244515,0.320901038,0.326499286,0.325520233,0.32984026,0.968336765,0.974229858,0.540634836,1.336114609,1.215627959,2.365944914,1.005810912,0.969525802,0.584530757,1.000061066,1.285714286,0.298265167,0.807806344,1.059935797,1.234838216,0.947058824,0.952586207,6
60,17,7,0.314842854,0.317477955,0.317056501,0.313676735,0.313676132,0.310096253,0.312121184,0.308808379,0.312124824,0.321572175,0.320716337,0.320206446,0.958867463,1.157894737,0.389137633,0.929349865,1.095888871,1.738010838,1.007585113,1.005347765,5.847413445,0.862019118,1.03125,0.569058397,0.948590623,1.079425674,1.012771075,0.988869048,0.986170213,3
61,1,8,0.152980057,0.154639841,0.15437035,0.153679945,0.153684923,0.151485129,0.155645698,0.153592098,0.155662033,0.153002379,0.152469608,0.151980809,0.771429443,0.46823806,0.422102236,0.720369876,0.429108686,4.565541645,0.912690148,0.945606695,14.29490764,1.006845266,0.477272727,0.111588488,0.918737349,0.403175453,0.427176654,1.008124384,0.957964602,4
62,5,9,0.418479141,0.417468361,0.416970667,0.413337704,0.413337704,0.413320769,0.412963499,0.412931091,0.412963683,0.431491915,0.430519984,0.43345896,0.97664237,1.018081761,0.726259851,1.664582982,1.127911088,1.538414347,0.989546773,0.947018588,2.136920776,1.153462268,1.178571429,0.654295575,0.851980623,0.901785459,1.220945444,0.934387751,0.935344828,8
63,13,10,0.915227309,0.914918759,0.914760115,0.91792416,0.917951807,0.917898985,0.913192199,0.913223228,0.913214644,0.912069528,0.911725138,0.912665907,1.019127359,1.032552083,1.138964045,1.401831869,1.136070183,0.590725827,1.00431844,0.962110486,0.651930019,1.104533391,1.10989011,6.463062919,0.898543497,1.044932984,1.247879979,0.954944179,0.963740458,6
64,7,11,0.630760946,0.634862085,0.634423607,0.632939057,0.629631154,0.624459721,0.630705433,0.622399622,0.627444674,0.645842667,0.641583462,0.642785635,0.891072925,0.50430622,0.756415519,1.483361071,0.995081166,1.313089283,0.98340384,0.958646617,0.59960896,0.965185156,0.78125,0.497079333,0.836758744,0.840897137,0.968672704,0.968421053,0.970817121,7
65,4,12,0.33471034,0.333730451,0.333275531,0.328780275,0.334329791,0.33434793,0.33245077,0.338191192,0.338172789,0.33179186,0.336434947,0.333695732,0.826368185,0.741863905,0.308829306,0.424378388,0.449960045,1.997625923,0.904056827,0.94233474,1.669500064,1.068286286,0.6,0.099697602,0.836193099,0.346060768,0.441802673,0.962279246,0.952554745,2
66,9,13,0.164096318,0.163485998,0.163196533,0.161953947,0.161955675,0.161961874,0.164025261,0.164027109,0.164019679,0.162577415,0.162003354,0.163781806,0.853641179,0.588474026,0.223257114,1.035341146,0.710406477,1.973612435,0.961132608,0.975,2.654218705,0.855647879,0.872368421,0.152004805,1.013833632,0.651709301,0.588304359,0.98203125,0.98602136,3
67,3,14,0.354085782,0.357349963,0.356856649,0.354714056,0.354714798,0.35042188,0.35412161,0.350120685,0.354105718,0.354931468,0.353955089,0.353195161,0.953291942,1.05,0.549484179,1.065098984,1.358639794,0.920524505,1.043593736,0.958156028,1.69118943,1.098328447,1.170278638,1.421454709,1.042906751,1.581473322,1.492962905,0.939734748,0.950276243,4
68,8,15,0.197551736,0.196860011,0.196539259,0.194253687,0.194248549,0.194249971,0.199652407,0.199661328,0.199647424,0.195997527,0.195335331,0.197378065,0.88794762,0.716723549,0.494690016,0.632150018,1.178789045,1.661425333,1.00405872,0.95088968,2.540520818,0.881299534,0.975,0.443372515,0.891142444,1.044345587,1.092918279,0.95859375,0.949814126,5
69,11,16,0.311622401,0.310688388,0.31021487,0.309130282,0.309133395,0.309147312,0.312843268,0.312841131,0.312833073,0.312137069,0.311236478,0.313973499,0.842359373,0.726439791,0.427568323,0.814096035,0.737861873,2.066908596,0.970975344,0.98348955,5.347351104,1.071444139,0.777777778,0.4061766,1.010764988,0.73131197,0.772983277,0.986055777,0.980988593,1
70,16,17,0.235667862,0.237768863,0.237388293,0.233042413,0.237040553,0.234137417,0.236029346,0.236662692,0.23953725,0.236322672,0.239285312,0.235039127,0.902267673,0.77797379,0.637290512,1.037794222,1.436088475,0.70504911,1.029876754,0.949090909,0.667073403,1.054424882,1.091911765,3.015482626,1.027908053,1.380596896,1.45557726,0.935573123,0.950943396,8
71,12,18,0.326073625,0.323179589,0.322709415,0.322586803,0.322593645,0.324539131,0.327453795,0.329250301,0.327446419,0.321373602,0.320463591,0.325026376,0.85411083,0.559339888,0.617597977,0.386345128,0.63741305,1.544094092,0.954990194,0.960288809,5.648138278,1.025874261,0.823529412,0.258536201,0.968463786,0.619921884,0.651675999,0.980314961,0.975609756,0
72,10,1,0.306036087,0.30400542,0.303447192,0.300956622,0.300978335,0.302074271,0.302049199,0.303169287,0.302067717,0.294957313,0.29389139,0.297912462,0.954926402,1.112406015,0.619805033,0.80054953,1.216416629,2.903732657,1.018201866,1.054228856,0.716668506,1.05300859,1.455882353,0.289269375,0.906689523,1.197874031,1.258341669,1.016574586,1.04325212,7
73,2,2,0.461121559,0.466723524,0.466159331,0.463908347,0.460826659,0.454121422,0.46787627,0.456833633,0.464793473,0.471919076,0.467711818,0.470264975,0.971299829,0.884615385,0.550434375,0.94479094,1.074889572,1.157506068,1.023795965,1.043891403,1.553217033,1.046935129,1.25,0.98405562,1.169797596,1.255909379,1.101966922,1.0352657,1.042056075,0
